appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
17112,Puzzle Quest: Galactrix,2009-02-24,1,Infinite Interactive,"D3Publisher of America, Inc.",windows,0,Multi-player;Steam Cloud,Casual;RPG,RPG;Casual;Match 3,0,120,136,0,0,20000-50000,6.99
17113,Puzzle Sages,2016-01-18,1,Aric Morrow,Aric Morrow,windows,0,Single-player;Partial Controller Support,RPG;Strategy,Strategy;RPG;Puzzle,0,2,3,0,0,0-20000,1.59
17114,Puzzle Showdown 4K,2017-05-30,1,Kingdom Games,Kingdom Games,windows,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual,Casual,16,3,4,0,0,0-20000,4.79
17115,Puzzle Sisters Foer,2018-06-13,1,一次元创作组,一次元创作组,windows;mac,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud,Casual;Indie,Indie;Casual;Family Friendly,120,49,9,0,0,0-20000,0.79
17116,Puzzle Station 15th Anniversary Retro Release,2015-04-30,1,Ninai Games;YeaBoing,YeaBoing,windows,0,Single-player,Casual;Indie,Casual;Indie;Puzzle,0,19,10,0,0,0-20000,2.79
17117,Puzzle Strike,2015-12-21,1,Sirlin Games,Sirlin Games,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer,Indie;Strategy,Strategy;Indie;Board Game,0,23,4,0,0,0-20000,10.99
17118,Puzzle Tactics,2017-12-01,1,Robert Alvarez,Robert Alvarez,windows;mac,0,Single-player;Steam Achievements,Indie;Strategy,Indie;Strategy;Puzzle,20,11,5,0,0,0-20000,0.79
17119,Puzzle Wishes,2017-01-25,1,RhinoGearz,RhinoGearz,windows,0,Single-player;Steam Trading Cards,Nudity;Casual;Simulation,Nudity;Casual;Simulation,0,9,5,0,0,0-20000,2.89
17120,Puzzle With Your Friends,2018-04-24,1,Stromsky;bumblebee,Stromsky,windows;mac;linux,0,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie,Casual;Indie;Puzzle,34,57,4,0,0,0-20000,3.99
17121,PUZZLE: ANIMALS,2019-02-12,1,AFBIK Studio,AFBIK Studio,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Free to Play;Indie,Indie;Casual;Adventure,20,1,1,0,0,0-20000,0.79
17122,PUZZLE: BIRDS,2019-01-10,1,AFBIK Studio,AFBIK Studio,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Casual;Adventure;Indie,20,3,1,0,0,0-20000,0.79
17123,PUZZLE: CATS & DOGS,2018-07-21,1,AFBIK Studio,AFBIK Studio,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,53,12,5,0,0,0-20000,1.69
17124,PUZZLE: LANDSCAPES,2018-08-08,1,AFBIK Studio,AFBIK Studio,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Adventure,40,12,1,0,0,0-20000,0.79
17125,PUZZLE: OCEAN,2019-04-13,1,AFBIK Studio,AFBIK Studio,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Adventure,20,4,1,0,0,0-20000,0.79
17126,Puzzle: Underwater World,2017-08-02,1,Puzzle: Underwater World,Puzzle: Underwater World,windows,0,Single-player,Adventure;Casual;Indie;Sports;Strategy,Indie;Casual;Strategy,0,2,1,0,0,0-20000,0.79
17127,Puzzlement,2018-02-01,1,Yunus Ayyildiz;Ozan Çelik,Yunus Ayyildiz,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie;Simulation,Indie;Casual;Simulation,4,84,10,0,0,0-20000,1.69
17128,PuzzleQuest: Challenge of the Warlords,2008-01-29,1,Infinite Interactive,"D3Publisher of America, Inc.",windows,0,Single-player;Multi-player;Steam Cloud,Casual,Puzzle;Match 3;Casual,0,561,80,52,52,100000-200000,6.99
17129,Puzzler,2017-10-12,1,Monane,Monane,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,19,12,2,0,0,0-20000,0.79
17130,Puzzler World,2010-05-28,1,Ideas Pad,Puzzler,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual,Casual;Puzzle;Singleplayer,14,299,37,0,0,50000-100000,4.99
17131,Puzzler World 2,2011-10-24,1,Ideas Pad,Puzzler,windows,0,Single-player,Casual;Indie;Strategy,Casual;Indie;Strategy,17,150,44,61,61,20000-50000,4.99
17132,Puzzles and Board Games Mega Collection,2018-07-25,1,Gunnar Games,Gunnar Games,windows,0,Single-player,Casual,Casual;Board Game,0,1,3,0,0,0-20000,5.19
17133,Puzzles At Mystery Manor,2016-06-15,1,EnsenaSoft,EnsenaSoft,windows,0,Single-player;Steam Trading Cards,Casual,Casual;Puzzle,0,52,35,228,228,50000-100000,0.79
17134,Puzzles By Axis,2018-02-15,1,Cubic Bit,Cubic Bit,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie,11,2,0,0,0,0-20000,3.99
17135,Puzzles By Axis Hyper,2018-09-16,1,Cubic Bit,Cubic Bit,windows,0,Single-player,Casual;Indie;Strategy,Casual;Indie;Strategy,8,4,0,0,0,0-20000,1.69
17136,Puzzles for smart: Birds,2018-10-27,1,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,12,1,2,0,0,0-20000,1.69
17137,Puzzles for smart: Cats,2018-06-22,1,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,12,2,7,0,0,0-20000,1.69
17138,Puzzles for smart: Dogs,2018-09-06,1,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,12,1,2,0,0,0-20000,1.69
17139,Puzzles for smart: Horses,2018-11-13,1,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,12,1,0,0,0,0-20000,1.69
17140,Puzzles Under The Hill,2016-06-10,1,EnsenaSoft,EnsenaSoft,windows,0,Single-player,Casual,Casual;Puzzle,0,63,28,219,219,50000-100000,0.79
17141,Puzzling Rooms VR,2016-08-25,1,Gordon Roberts,Gordon Roberts,windows,0,Single-player,Casual;Indie;Strategy,Strategy;Indie;Casual,0,2,0,0,0,0-20000,0.79
17142,PWND,2018-04-06,1,Skydance Interactive,Skydance Interactive,windows,0,Online Multi-Player;Partial Controller Support,Action;Casual;Free to Play;Indie,Free to Play;Action;Multiplayer,0,602,251,29,29,100000-200000,0.0
17143,Pylon Racer,2019-02-21,1,Johan Hammes,Johan Hammes,windows,0,Single-player;Partial Controller Support;Steam Leaderboards,Indie;Racing;Simulation;Early Access,Early Access;Racing;Indie,0,4,0,0,0,0-20000,3.99
17144,Pylon: Rogue,2017-09-21,1,QuantumSquid Interactive,QuantumSquid Interactive,windows,0,Single-player;Full controller support,Action;Indie;RPG,Action;RPG;Indie,0,17,5,0,0,0-20000,10.99
17145,Pylow,2018-07-30,1,Codev Games,Codev Games,windows,0,Multi-player;Online Multi-Player,Action;Indie,Action;Indie;PvP,0,24,25,0,0,0-20000,0.0
17146,Pyramaze: The Game,2017-09-13,1,Impawsible Games,Impawsible Games,windows,0,Single-player,Action;Casual;Free to Play;Indie,Free to Play;Action;Indie,0,16,5,0,0,0-20000,0.0
17147,Pyramid Raid,2015-12-15,1,Travian Games GmbH,Travian Games GmbH,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,18,99,73,11,11,50000-100000,1.99
17148,Pyramid VR,2017-08-31,1,Christopher Meyer;Alvaro Urrutia Luna,Notso Entertaining Productions,windows,0,Single-player;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,0,7,5,0,0,0-20000,2.89
17149,Pyre,2017-07-25,1,Supergiant Games,Supergiant Games,windows;mac;linux,0,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Indie;RPG,Great Soundtrack;Story Rich;Indie,51,4306,452,257,477,200000-500000,15.49
17150,Pyrite Heart,2014-09-25,1,Winged Cloud,Winged Cloud,windows;mac;linux,0,Single-player;Steam Trading Cards,Nudity;Indie,Otome;Visual Novel;Anime,0,188,90,217,217,0-20000,3.99
17151,Pyro VR,2017-02-08,1,Virtual Light VR,Virtual Light VR,windows,0,Single-player,Action;Casual;Simulation;Early Access,Early Access;Action;Casual,0,20,15,0,0,0-20000,5.99
17152,Pyroblazer®,2008-11-13,1,Eipix,Candella Systems Ltd,windows,0,Single-player,Racing,Racing;Sci-fi,0,5,3,0,0,0-20000,4.99
17153,Pythagoras' Perpetual Motion Machine,2018-11-12,1,Marudice,DLsite,windows,0,Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Indie;Action,28,2,0,0,0,0-20000,7.19
17154,P·O·L·L·E·N,2016-04-19,1,Mindfield Games,Mindfield Games,windows,0,Single-player;Steam Achievements;Full controller support;Captions available;VR Support,Adventure;Indie,Adventure;Sci-fi;Exploration,26,117,64,0,0,0-20000,6.99
17155,Q-YO Blaster,2018-01-15,1,Team Robot Black Hat,Team Robot Black Hat,windows,0,Single-player;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Action;Indie;Pixel Graphics,16,87,1,0,0,0-20000,2.89
17156,Q.U.B.E. 2,2018-03-13,1,Toxic Games,Trapped Nerve Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Action;Adventure;Indie,Adventure;Action;Indie,21,547,116,913,913,50000-100000,19.99
17157,Q.U.B.E: Director's Cut,2014-05-21,1,Toxic Games,Toxic Games,windows;mac;linux,0,Single-player;Steam Achievements;VR Support;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Puzzle;Indie;First-Person,53,1194,217,63,76,200000-500000,6.99
17158,Q.U.I.R.K.™,2017-03-29,1,uGen Inc.,uGen Inc. ,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Stats;Steam Leaderboards;Includes level editor,Action;Casual;Indie;Massively Multiplayer;Sports;Early Access,Early Access;Action;Indie,46,25,10,0,0,0-20000,0.0
17159,Qajary Cat,2017-11-14,1,RSK Entertainment,Strategy First,windows,0,Single-player,Adventure,Adventure;Point & Click;Indie,0,2,2,0,0,0-20000,7.19
17160,Qasir al-Wasat: International Edition,2016-01-19,1,Aduge Studio,Zueira Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,26,32,7,0,0,0-20000,10.99
17161,qb,2017-08-07,1,Armadillo Studios,Armadillo Studios,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Workshop,Violent;Action;Adventure;Casual;Indie;RPG;Early Access,Early Access;Action;Adventure,0,30,8,0,0,0-20000,4.99
17162,Qbeh-1: The Atlas Cube,2014-05-15,1,Liquid Flower,Digital Tribe,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Steam Workshop;Partial Controller Support;Includes level editor,Adventure;Casual;Indie,Puzzle;Indie;Casual,17,515,67,0,0,20000-50000,7.19
17163,Qbik,2017-11-17,1,Norbert Palacz,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor,Adventure;Casual;Indie,Adventure;Casual;Indie,24,26,2,0,0,0-20000,3.99
17164,Qbike: Crypto Motorcycles,2017-10-05,1,GexagonVR,GexagonVR,windows;mac;linux,0,Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Leaderboards,Adventure;Casual;Indie;Racing;Simulation;Sports;Early Access,Early Access;Casual;Adventure,19,3,5,0,0,0-20000,4.79
17165,Qbike: Cyberpunk Motorcycles,2017-07-28,1,GexagonVR,GexagonVR,windows,0,Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Massively Multiplayer;Racing;Simulation;Sports;Early Access,Early Access;Racing;Simulation,19,31,14,0,0,0-20000,6.99
17166,QbQbQb,2014-10-29,1,Rezoner,Rezoner,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,6,88,11,0,0,20000-50000,3.99
17167,Qipa World-Hello Big Adventure,2018-12-17,1,QIPAWORLD,QIPAWORLD,windows;mac;linux,0,Single-player;Steam Achievements;Steam Leaderboards,Adventure;Casual;Indie,Indie;Casual;Adventure,18,15,3,0,0,0-20000,4.79
17168,QLORB,2018-02-06,1,Red Dolphin Games,VT Publishing,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;Strategy,Strategy;Action;Indie,5000,18,16,0,0,0-20000,3.99
17169,QLORB 2,2018-02-26,1,Red Dolphin Games,VT Publishing,windows,0,Single-player;Steam Achievements,Action;Casual,Casual;Action;Puzzle,5000,11,8,0,0,0-20000,3.99
17170,qop,2017-07-13,1,Quiet River,Quiet River,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,252,339,34,25,25,20000-50000,0.79
17171,qop 2,2017-12-12,1,Quiet River,Quiet River,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,482,121,6,0,0,0-20000,0.79
17172,qop 3,2018-06-07,1,Quiet River,Quiet River,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Minimalist,1203,98,6,0,0,0-20000,0.79
17173,qop 4,2018-12-19,1,Quiet River,Quiet River,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,100,32,2,0,0,0-20000,0.79
17174,Qora,2014-10-02,1,Holden Boyles;Ciprian Stanciu,Curve Digital,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Pixel Graphics,40,250,113,3,5,20000-50000,7.99
17175,QP Shooting - Dangerous!!,2014-11-14,1,Orange_Juice,Fruitbat Factory,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Bullet Hell;Shoot 'Em Up;Anime,36,349,27,207,221,50000-100000,5.59
17176,qrth-phyl,2018-07-19,1,Verran,Verran,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie,Indie;Arcade;Retro,14,7,1,0,0,0-20000,3.99
17177,Qu-tros,2018-11-26,1,Betamaximus-128,Betamaximus-128,windows;linux,0,Single-player;Partial Controller Support;Steam Leaderboards,Casual;Strategy,Casual;Strategy,0,4,3,0,0,0-20000,0.0
17178,QUACK ATTACK 1985: TURBO DX EDITION,2016-12-19,1,ATTACK MOUNTAIN,ATTACK MOUNTAIN,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie,0,11,3,0,0,0-20000,0.79
17179,Quad Hopping,2017-08-23,1,LillyWelland inc.,Bitlock Studio,windows;mac;linux,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure,36,23,30,0,0,0-20000,0.79
17180,Quaddro 2,2018-03-29,1,Mental Lab Studio,Mental Lab Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Stats,Casual;Indie,Indie;Casual;Puzzle,20,11,0,0,0,0-20000,1.69
17181,Quadle,2015-07-23,1,Gamesare,Clickteam,windows,0,Single-player;Full controller support;Steam Workshop,Casual;Strategy,Casual;Strategy;Puzzle,6,8,6,0,0,0-20000,5.59
17182,Quadrablaze,2017-12-20,1,YounGen Tech,YounGen Tech,windows,0,Single-player;Partial Controller Support,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0,6,1,0,0,0-20000,3.53
17183,Quadrant,2015-05-26,1,HKFiftyOne Games,Three Brothers Games,windows;linux,0,Single-player;Steam Achievements;Full controller support,Indie,Indie;Horror;Sci-fi,6,77,37,0,0,0-20000,3.99
17184,quadrant,2015-05-01,1,undef,undef,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Indie,Indie;Rhythm,15,30,4,0,0,0-20000,3.5
17185,Quadrant M4,2017-05-29,1,G.Malta,VRS,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;Strategy,Action;Casual;Strategy,5000,43,121,0,0,20000-50000,0.79
17186,quadrantica,2018-04-06,1,Cerebral Division,Cerebral Division,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,9,3,0,0,0,0-20000,1.69
17187,Quadrilateral Cowboy,2016-07-25,1,Blendo Games,Blendo Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Stats;Commentary available,Action;Adventure;Indie,Indie;Adventure;Cyberpunk,10,468,50,316,316,50000-100000,14.99
17188,QUAKE,2007-08-03,1,id Software,id Software,windows,0,Single-player;Multi-player;Co-op;Steam Cloud,Action,FPS;Classic;Action,0,2618,136,167,189,200000-500000,3.99
17189,Quake Champions,2017-08-22,1,id Software,Bethesda Softworks,windows,0,Online Multi-Player;Steam Achievements,Action;Free to Play;Early Access,Early Access;FPS;Arena Shooter,52,15879,7098,754,102,500000-1000000,0.0
17190,QUAKE II,2007-08-03,1,id Software,id Software,windows,0,Single-player;Multi-player;Co-op;Steam Cloud,Action,FPS;Action;Classic,0,1369,107,291,349,200000-500000,3.99
17191,QUAKE II Mission Pack: Ground Zero,2007-08-03,1,Rogue Entertainment,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Shooter,0,54,33,1,1,200000-500000,2.49
17192,QUAKE II Mission Pack: The Reckoning,2007-08-03,1,Xatrix Entertainment,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Classic,0,65,12,32,32,200000-500000,2.49
17193,Quake III Arena,2007-08-03,1,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,FPS;Action;Classic,0,1362,66,123,103,200000-500000,12.99
17194,QUAKE III: Team Arena,2007-08-03,1,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Competitive,0,108,31,0,0,200000-500000,12.99
17195,Quake IV,2011-08-04,1,RavenSoft / id Software,Bethesda Softworks,windows,18,Single-player;Multi-player;Steam Cloud,Action,FPS;Action;Shooter,0,891,171,36,32,200000-500000,12.99
17196,Quake Live™,2014-09-17,1,id Software,Bethesda Softworks,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats,Action,FPS;Multiplayer;Arena Shooter,58,10227,1956,1265,1263,2000000-5000000,6.99
17197,QUAKE Mission Pack 1: Scourge of Armagon,2007-08-03,1,Ritual Entertainment,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Shooter,0,205,13,129,152,200000-500000,2.49
17198,QUAKE Mission Pack 2: Dissolution of Eternity,2007-08-03,1,Rogue Entertainment,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Shooter,0,143,15,88,91,200000-500000,2.49
17199,QUALIA 3: Multi Agent,2014-04-18,1,Shindenken;EXTREME,Degica;MASAYA GAMES,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Shoot 'Em Up,24,21,23,212,212,0-20000,3.99
17200,Quanect,2018-04-13,1,Chrnk.ru,Chrnk.ru,windows,0,Single-player;Steam Achievements,Adventure;Indie;Simulation,Indie;Adventure;Simulation,26,28,10,0,0,0-20000,1.69
17201,Quanero VR,2016-08-12,1,Laserboys3000,Laserboys3000,windows,0,Single-player;Full controller support,Free to Play,Free to Play;VR;Cyberpunk,0,278,24,80,80,100000-200000,0.0
17202,Quantic Pinball,2017-03-29,1,Shine Research,Plug In Digital,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual,Casual;Arcade;2D,12,2,3,0,0,0-20000,2.79
17203,Quantized,2017-12-21,1,Chris Mahoney;Kenny Bier,Abstractron,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation,Indie;Casual;Simulation,0,1,1,0,0,0-20000,10.29
17204,Quantum Break,2016-09-29,1,Remedy Entertainment,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action,Action;Story Rich;Time Manipulation,42,10249,1929,331,398,1000000-2000000,29.99
17205,Quantum Chess,2016-12-12,1,Quantum Realm Games;Broken Circle Studios,Quantum Realm Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen,Indie;Strategy;Early Access,Early Access;Strategy;Indie,0,19,5,0,0,0-20000,6.99
17206,Quantum Conscience,2015-06-09,1,Woodsy Studio,Woodsy Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure,Adventure;Visual Novel,4,30,12,409,409,20000-50000,3.99
17207,Quantum Conundrum,2012-06-21,1,Airtight Games,Square Enix,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Casual;Strategy,Puzzle;First-Person;Comedy,25,1224,225,162,220,200000-500000,6.99
17208,Quantum Engine,2017-03-02,1,Wannes Vanoyenbrugge;Jorn Segers,Quantum Engine,windows,0,Includes level editor,Design & Illustration;Education;Utilities,Design & Illustration;Utilities;Education,0,6,3,0,0,0-20000,10.99
